,open,high,low,bid,ask
2017-04-26 20:00:00,1.09074,1.09087,1.09056,1.09069,1.09067563187
2017-04-26 20:05:00,1.09069,1.09094,1.09064,1.09076,1.09084182741
2017-04-26 20:10:00,1.09076,1.09092,1.0907,1.09081,1.09084643836
2017-04-26 20:15:00,1.09081,1.09086,1.09069,1.09085,1.09078929412
2017-04-26 20:20:00,1.09084,1.09089,1.09077,1.0908,1.09082942857
2017-04-26 20:25:00,1.0908,1.09081,1.09064,1.09066,1.09077337278
2017-04-26 20:30:00,1.09066,1.09075,1.09058,1.0906,1.09066746032
2017-04-26 20:35:00,1.0906,1.0906,1.09039,1.09041,1.09047117647
2017-04-26 20:40:00,1.09041,1.0905,1.09041,1.09044,1.09049505263
2017-04-26 20:45:00,1.09044,1.09049,1.09038,1.09046,1.09050341463
2017-04-26 20:50:00,1.09046,1.09069,1.09039,1.09039,1.09054453125
2017-04-26 20:55:00,1.09039,1.09044,1.09028,1.09034,1.09045050725
2017-04-26 21:00:00,1.09035,1.09056,1.09014,1.09027,1.09044196203
2017-04-26 21:05:00,1.09029,1.09032,1.09024,1.09032,1.09051333333
2017-04-26 21:10:00,1.09032,1.09044,1.09023,1.09044,1.0905902
2017-04-26 21:15:00,1.09044,1.09045,1.09036,1.0904,1.09056683333
2017-04-26 21:20:00,1.0904,1.0905,1.09039,1.09044,1.09064189873
2017-04-26 21:25:00,1.09044,1.0905,1.09038,1.09043,1.09055253333
2017-04-26 21:30:00,1.09047,1.09048,1.09036,1.09042,1.0905947619
2017-04-26 21:35:00,1.09042,1.0905,1.09034,1.0904,1.09060786517
2017-04-26 21:40:00,1.09042,1.09044,1.09015,1.09035,1.09060342105
2017-04-26 21:45:00,1.09035,1.09044,1.09022,1.09024,1.09054298851
2017-04-26 21:50:00,1.09023,1.0904,1.09023,1.09034,1.090602
2017-04-26 21:55:00,1.09034,1.09048,1.08976,1.08985,1.09055370968
2017-04-26 22:00:00,1.08985,1.09049,1.08978,1.09047,1.09049527027
2017-04-26 22:05:00,1.09047,1.09051,1.09011,1.09028,1.09041982609
2017-04-26 22:10:00,1.09028,1.09038,1.09006,1.09022,1.09031657303
2017-04-26 22:15:00,1.09022,1.09057,1.09021,1.09048,1.09053832258
2017-04-26 22:20:00,1.09048,1.09062,1.09037,1.09044,1.09055527778
2017-04-26 22:25:00,1.09044,1.09056,1.09043,1.09053,1.09061505618
